SeniorCitizen,tenure,MonthlyCharges,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,Churn_Yes,Cluster
0.0,53.0,91.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,42.0,56.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,36.0,79.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,25.0,106.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,8.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,16.0,96.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,12.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,28.0,105.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,7.0,94.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
1.0,32.0,105.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,1.0,79.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3
0.0,8.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,63.0,103.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.0,60.0,102.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,16.0,86.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,71.0,92.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,40.0,85.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,18.0,100.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,5.0,79.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,33.0,79.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,13.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,40.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,67.0,116.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,16.0,50.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,59.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,8.0,70.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,24.0,24.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,7.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,72.0,24.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,44.0,88.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,38.0,75.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,4.0,56.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,2.0,53.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,70.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,33.0,91.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,39.0,36.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,55.0,116.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,52.0,69.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,30.0,51.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0
1.0,60.0,99.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,50.0,55.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,32.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,51.0,107.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,1.0,74.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,69.0,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,42.0,94.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,14.0,46.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
0.0,52.0,26.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,62.0,108.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,72.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,32.0,96.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
1.0,1.0,70.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
1.0,72.0,78.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,1.0,45.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,1.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,5.0,104.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,63.0,105.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,67.0,81.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,40.0,96.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,65.0,94.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,16.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
1.0,46.0,69.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,11.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,49.0,99.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,68.0,54.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
0.0,10.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,2.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,5.0,69.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,53.0,63.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
1.0,54.0,110.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,4.0,45.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
1.0,15.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,10.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,3.0,55.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,71.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,8.0,55.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,1.0,94.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,64.0,110.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,57.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,1.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,20.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,26.0,66.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,2.0,80.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,32.0,95.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,5.0,25.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,70.0,111.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,31.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,7.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,1.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,20.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,35.0,61.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,6.0,61.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,72.0,75.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,13.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,4.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,63.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,69.0,85.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1.0,71.0,81.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,15.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,30.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,23.0,83.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,9.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,35.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,6.0,55.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,1.0,75.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,72.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,45.0,84.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,7.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3
0.0,70.0,48.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,53.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,4.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,72.0,92.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,72.0,45.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1.0,17.0,95.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,7.0,70.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,11.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,2.0,75.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3
0.0,72.0,110.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,11.0,78.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,5.0,91.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,4.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,30.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,11.0,21.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,17.0,50.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.0,34.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
0.0,55.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
1.0,5.0,60.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,11.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,1.0,80.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3
0.0,70.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,2.0,75.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,7.0,74.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,35.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,58.0,71.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,72.0,109.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,68.0,63.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,26.0,59.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,12.0,45.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,25.0,60.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
1.0,72.0,115.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,70.0,115.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,1.0,50.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,26.0,87.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,2.0,66.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,28.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,6.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,58.0,60.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,29.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,16.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,43.0,101.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,52.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,72.0,119.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,71.0,19.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,65.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,49.0,84.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,52.0,84.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,2.0,20.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3
0.0,71.0,109.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,54.0,89.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,15.0,76.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,9.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1.0,50.0,105.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,19.0,84.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,70.0,104.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1.0,72.0,107.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,52.0,105.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,15.0,46.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,72.0,77.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,3.0,81.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,58.0,99.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,35.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,50.0,84.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,41.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,72.0,64.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,30.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,2.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,15.0,30.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
0.0,37.0,59.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,72.0,75.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,72.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,70.0,114.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,23.0,84.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,8.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,2.0,46.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,26.0,39.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,52.0,20.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,23.0,35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,15.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,40.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,27.0,59.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,37.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,45.0,112.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,5.0,70.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,71.0,24.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,4.0,54.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,38.0,20.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,3.0,56.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,17.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,70.0,90.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,1.0,45.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,71.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,37.0,91.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,64.0,70.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,37.0,90.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,65.0,109.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2
0.0,23.0,49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,22.0,79.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
1.0,26.0,61.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,25.0,80.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,60.0,97.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,71.0,89.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,27.0,85.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,3.0,89.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
0.0,58.0,95.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,14.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,71.0,71.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,2.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,40.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,68.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
1.0,57.0,101.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2
0.0,45.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,70.0,117.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
0.0,68.0,108.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,52.0,103.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,72.0,115.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
1.0,24.0,76.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,67.0,60.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,68.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,23.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,71.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
0.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,71.0,20.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,69.0,111.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1.0,40.0,99.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3
1.0,18.0,85.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,22.0,95.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,69.0,39.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1.0,62.0,84.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,56.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,7.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,1.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,6.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2
0.0,2.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
1.0,16.0,55.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,2.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,72.0,86.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,7.0,35.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,19.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,14.0,78.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,64.0,106.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,25.0,78.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,70.0,86.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,66.0,19.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,1.0,72.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,53.0,91.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
0.0,6.0,56.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,59.0,96.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,31.0,78.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,3.0,74.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3
0.0,15.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,48.0,106.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,2.0,57.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3
1.0,70.0,103.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,2.0,91.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,47.0,111.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,24.0,21.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2
0.0,31.0,94.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,54.0,111.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,1.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,12.0,33.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,2.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,48.0,71.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
1.0,1.0,74.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3
0.0,71.0,65.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,1.0,20.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3
0.0,56.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
0.0,2.0,20.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1.0,66.0,81.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3
0.0,50.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2
1.0,63.0,90.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,1.0,45.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3
0.0,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,5.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.0,35.0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3
0.0,71.0,119.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,42.0,66.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2
0.0,64.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,1.0,70.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3
0.0,69.0,107.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,33.0,93.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2
0.0,20.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
0.0,13.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2
0.0,28.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
0.0,72.0,81.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
